City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
326,Bambous Virieux,MU,66.22,few clouds,-20.3428,57.7575,Casa Tia Villa
327,Saint-Francois,FR,60.24,clear sky,46.4154,3.9054,Manoir Du Bonheur
328,Sao Felix Do Xingu,BR,74.1,clear sky,-6.6447,-51.995,Rio Xingu Camping
329,Georgetown,MY,76.95,scattered clouds,5.4112,100.3354,Cititel Penang
330,Quatre Cocos,MU,66.09,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
331,Hirschaid,DE,65.41,scattered clouds,49.8194,10.9908,CENTER HOTEL DRIVE INN
332,Narsaq,GL,46.62,few clouds,60.9167,-46.05,Sleep In Narsaq
334,Lasa,IT,60.37,few clouds,46.6166,10.7002,Pension Feldgärtenhof
337,Bayreuth,DE,65.39,few clouds,49.9481,11.5783,Hotel Bayerischer Hof
338,Sinnamary,GF,78.17,heavy intensity rain,5.3833,-52.95,ALETHEIA Appartement Sinnamary
339,Bandarbeyla,SO,77.04,clear sky,9.4942,50.8122,JABIR HOTEL
341,Oktyabrskiy,RU,59.45,clear sky,54.4815,53.471,Гостиница Октябрьская
344,Nanortalik,GL,45.14,few clouds,60.1432,-45.2371,Hotel Kap Farvel
345,Yar-Sale,RU,61.68,overcast clouds,66.8333,70.8333,Yalemd
346,Wattegama,LK,75.99,overcast clouds,6.7989,81.4808,
347,Flagstaff,US,78.6,scattered clouds,35.1981,-111.6513,Drury Inn & Suites Flagstaff
348,Vao,NC,72.28,broken clouds,-22.6667,167.4833,Hotel Kou-Bugny
349,Lodwar,KE,75.31,broken clouds,3.1191,35.5973,Solmar Gracious Hotel
350,Saldanha,ZA,55.08,clear sky,-33.0117,17.9442,Blue Bay Lodge
351,Ocampo,MX,64.06,overcast clouds,21.65,-101.5,Hotel Estancia del Vaquero
353,Pangnirtung,CA,46.78,broken clouds,66.1451,-65.7125,Kilabuk Lodge
355,Mayumba,GA,70.38,overcast clouds,-3.432,10.6554,LIKWALE LODGE
356,Ozinki,RU,65.75,clear sky,51.1786,49.6769,Korolevskiy Dvor
357,Waw,SS,68.41,overcast clouds,7.7029,27.9953,Universal Gab Hotel
358,Ketchikan,US,60.78,light rain,55.3422,-131.6461,Snow's Cove Lodge
359,Calabozo,VE,73.78,broken clouds,8.9242,-67.4293,Hotel Giardini
360,Menongue,AO,53.65,broken clouds,-14.6585,17.691,Ritz Lauca
361,Pacific Grove,US,75.24,broken clouds,36.6177,-121.9166,Lovers Point Inn
363,Tocopilla,CL,59.02,few clouds,-22.092,-70.1979,Hotel Galvarino
365,Cheremukhovo,RU,57.72,clear sky,60.3484,59.9851,
367,Marsaxlokk,MT,77.61,clear sky,35.8419,14.5431,Water's Edge
368,Antofagasta,CL,58.28,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
369,San Quintin,MX,72.12,overcast clouds,30.4833,-115.95,Don Eddie's / Hotel - Restaurant
370,Ilebo,CD,72.97,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
371,Varena,LT,55.67,broken clouds,54.2167,24.5667,"EKORATAS, UAB viešbutis Varėna"
373,Mogadishu,SO,75.78,broken clouds,2.0371,45.3438,Hotel Juba
376,Ayan,RU,56.55,overcast clouds,56.45,138.1667,Gostinitsa
378,Mitrofanovka,RU,64.9,overcast clouds,49.9708,39.6939,
379,Faya,SA,59.52,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
380,Nefteyugansk,RU,61.97,few clouds,61.0998,72.6035,Royal Plaza
381,Margate,GB,64.9,few clouds,51.3813,1.3862,Premier Inn Margate hotel
382,Bonnyville,CA,55.31,overcast clouds,54.2668,-110.735,Best Western Bonnyville Inn & Suites
385,Orocue,CO,72.18,light rain,4.7912,-71.3354,Hotel Brisas de San Miguel
386,Saint-Joseph,RE,64.2,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
387,Launceston,AU,55.62,broken clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
388,Yumen,CN,75.54,clear sky,40.2833,97.2,
389,Prince Rupert,CA,55.49,overcast clouds,54.3161,-130.3201,Crest Hotel
390,Pangody,RU,61.83,few clouds,65.85,74.4859,Elizaveta Shevchuk's House
392,Vostok,RU,77.81,few clouds,46.4856,135.8833,
393,Bilibino,RU,55.56,light rain,68.0546,166.4372,Gostinitsa Severyanka
395,Geraldton,AU,61.21,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
396,Rovaniemi,FI,54.81,overcast clouds,66.5,25.7167,Arctic City Hotel
397,Jardim,BR,72.18,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
400,Praia,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
401,Abalak,RU,58.59,scattered clouds,58.1286,68.5944,Туристический комплекс Абалак
403,Fare,PF,78.35,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
404,Inirida,CO,71.02,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
405,Sisimiut,GL,42.96,broken clouds,66.9395,-53.6735,Hotel Sisimiut
406,Bonthe,SL,74.82,broken clouds,7.5264,-12.505,Bonthe Holiday Village
407,Umarga,IN,77.13,overcast clouds,17.8333,76.6167,Keshar amruttuly
408,Mirnyy,RU,73.92,overcast clouds,62.5353,113.9611,квартира
409,Praya,CV,77.54,few clouds,14.9215,-23.5087,LT Aparthotel
410,Syracuse,IT,77.32,clear sky,37.0881,15.2792,Hotel Posta
411,Broome,US,68.38,clear sky,42.2506,-75.833,Chenango Valley State Park
415,Winnipeg,CA,78.04,clear sky,49.8844,-97.147,"Humphry Inn & Suites, Downtown Winnipeg"
416,Zhob,PK,75.81,scattered clouds,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
418,Ereymentau,KZ,63.66,broken clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
419,Santiago De Chuco,PE,51.39,scattered clouds,-8.15,-78.1833,Hotel El Mirador Santiago de Chuco
420,Les Escoumins,CA,55.85,few clouds,48.1111,-69.0236,
421,Tautira,PF,77.27,few clouds,-17.7333,-149.15,Pension Oaoa
423,Olinda,BR,73.13,overcast clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
425,Saravena,CO,71.38,overcast clouds,6.9538,-71.8752,Hotel Diamante Saravena
429,Termiz,UZ,71.69,clear sky,37.2242,67.2783,Hotel Sharq
430,Brae,GB,55.99,overcast clouds,60.3964,-1.353,Busta House Hotel
431,Xining,CN,71.62,few clouds,36.6167,101.7667,Super Leisure Hotel
432,Camopi,GF,72.18,overcast clouds,3.1655,-52.3158,La pousada
433,Taltal,CL,55.67,clear sky,-25.4,-70.4833,Residencial Karime
434,Burnie,AU,56.91,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
436,Maksatikha,RU,57.7,overcast clouds,57.797,35.8825,"Hotel ""Mologa"""
437,Gisborne,NZ,60.53,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
439,Ofaqim,IL,71.71,clear sky,31.3141,34.6203,The Negev Experience
440,Bubaque,GW,79.45,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
441,Saint-Paul,RE,65.73,clear sky,-21.0096,55.2707,Boucan Canot
442,Watrous,CA,58.41,overcast clouds,51.6668,-105.4679,Manitou Hotel
443,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
444,Polyarnyy,RU,57.4,overcast clouds,69.1989,33.4478,Hotel Tatyana
445,Sarkand,KZ,78.42,overcast clouds,45.41,79.9186,Гостиница Сарканд
446,Bumba,CD,73.72,overcast clouds,2.1833,22.4667,Père Carlos
447,Svetlaya,RU,66.74,moderate rain,46.5389,138.3297,
448,Filingue,NE,79.16,overcast clouds,14.3521,3.3168,
449,Graaff-Reinet,ZA,54.91,overcast clouds,-32.2522,24.5308,Rietjiesbos Self Catering
451,Svetlyy,RU,54.97,overcast clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
452,Yurga,RU,59.56,few clouds,55.7231,84.8861,Gostinitsa 12 Futov
453,Muros,ES,70.09,few clouds,42.7762,-9.0603,Apartment Av. Castelao
455,Pitimbu,BR,73.99,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
457,Kitgum,UG,60.64,broken clouds,3.2783,32.8867,Jaflo Gardens Hotel
458,Yulara,AU,77.52,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
459,Bengkulu,ID,76.96,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
460,Denpasar,ID,78.46,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
461,Talnakh,RU,51.21,few clouds,69.4865,88.3972,Talnakh Hotel
462,Koungou,YT,73.11,few clouds,-12.7336,45.2042,Villa Netibor
463,Skibbereen,IE,61.11,scattered clouds,51.55,-9.2667,The West Cork Hotel
465,Abay,KZ,61.18,broken clouds,49.6311,72.8539,Guest House on Abaya 144
466,Toora-Khem,RU,64.35,overcast clouds,52.4675,96.11,
470,Nurota,UZ,79.52,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
471,Aripuana,BR,78.21,overcast clouds,-9.1667,-60.6333,
472,Uchaly,RU,52.5,overcast clouds,54.2996,59.4521,"Хостел ""Четыре сезона"""
473,Pafos,CY,74.98,overcast clouds,34.7667,32.4167,Elysium Hotel
474,Preobrazheniye,RU,77.04,scattered clouds,42.9019,133.9064,Campsite Orlan
475,Vilhena,BR,72.99,broken clouds,-12.7406,-60.1458,Hotel Mirage
476,Santa Lucia,ES,66.76,few clouds,27.9117,-15.5407,Las Tirajanas
477,Weligama,LK,77.32,overcast clouds,5.9667,80.4167,Weligama Bay Resort
478,Hambantota,LK,78.55,overcast clouds,6.1241,81.1185,Bungalow 63
479,Vila,PT,59.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
480,Vestmanna,FO,47.32,overcast clouds,62.1564,-7.1664,Vestmanna Camping
481,Rock Springs,US,75.04,overcast clouds,41.5875,-109.2029,Homewood Suites by Hilton Rock Springs
482,Zatoka,UA,68.14,clear sky,46.0725,30.4654,Sonyachna
483,Peleduy,RU,79.38,overcast clouds,59.6289,112.7406,Гостиница «Уют»
484,Semirom,IR,66.76,clear sky,31.4167,51.5667,Motel Dena
485,Bambui,BR,68.05,few clouds,-20.0064,-45.9769,Paulinelli Palace Hotel
486,Guerrero Negro,MX,73.44,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
487,Darnah,LY,78.48,clear sky,32.767,22.6367,فندق الفردوس
488,Salalah,OM,75.29,drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
493,Havre-Saint-Pierre,CA,62.96,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
494,Oleksandrivka,UA,63.01,overcast clouds,48.9634,32.2349,Смт олександрівка
496,Liverpool,GB,68.14,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
497,Plettenberg Bay,ZA,58.95,few clouds,-34.0527,23.3716,Thanda Vista B&B
498,Lacombe,CA,65.32,clear sky,52.4668,-113.7353,Greenway Inn Travelodge
499,Les Cayes,HT,77.97,few clouds,18.2,-73.75,Villa Orphee
500,Trairi,BR,77.95,few clouds,-3.2778,-39.2689,janelas do mar
502,Nome,US,67.15,clear sky,64.5011,-165.4064,Dredge 7 Inn
503,Hualmay,PE,61.43,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
504,Nortelandia,BR,73.47,clear sky,-14.4547,-56.8028,Pousada e Restaurante Santana
505,Pontes E Lacerda,BR,75.42,clear sky,-15.2261,-59.3353,Hotel Bressan
507,Moengo,SR,73.54,overcast clouds,5.6167,-54.4,Masanga
509,Lekoni,GA,74.12,scattered clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
511,Puerto Narino,CO,73.51,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
512,Ismailia,EG,73.29,clear sky,30.6043,32.2723,Mercure Ismailia Forsan Island Hotel
513,Husavik,IS,45.14,overcast clouds,66.0449,-17.3389,Bjarnabúð
515,Uglegorsk,RU,65.62,overcast clouds,49.0833,142.0333,Primorskaya Gostinitsa
517,Cloquet,US,68.38,broken clouds,46.7216,-92.4594,Super 8 by Wyndham Cloquet
518,Mnogovershinnyy,RU,59.25,light rain,53.9353,139.9242,Obshchezhitiye 14
519,Baiyin,CN,74.21,clear sky,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
521,Whitehorse,CA,57.02,overcast clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
523,Nucet,RO,66.88,clear sky,44.7833,25.55,CASA PATRULEI
525,Georgiyevka,KZ,68.04,scattered clouds,43.0369,74.7114,Gostinitsa Imperiya
526,Chara,RU,74.97,broken clouds,56.9064,118.2631,
528,Harper,LR,74.88,overcast clouds,4.375,-7.7169,Screensaver
529,Sorland,NO,53.46,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
530,Revda,RU,54.97,clear sky,56.801,59.9303,Gostinitsa Metallurg
531,Barsovo,RU,64.02,few clouds,61.1667,73.1667,Dipanjan Goswami
532,Moussoro,TD,78.12,broken clouds,13.6408,16.4901,Pharmacie alnadja Moussoro
534,Nuuk,GL,48.81,overcast clouds,64.1835,-51.7216,Vandrehuset
536,Paita,PE,64.49,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
537,Karla,EE,55.36,clear sky,59.3723,24.9275,River Villa
538,Blind River,CA,62.71,clear sky,46.1834,-82.9582,Auberge Eldo Inn
539,General Roca,AR,46.78,clear sky,-39.0333,-67.5833,Hotel El Recreo
540,Nhamunda,BR,77.16,overcast clouds,-2.1861,-56.7131,Pousada Da Praia
541,Yaan,NG,70.97,overcast clouds,7.3833,8.5667,
542,Bom Jesus,BR,68.97,broken clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
543,Dedovichi,RU,54.25,overcast clouds,57.5517,29.9502,"The hotel complex ""Rus"""
544,Krasnoselkup,RU,54.7,few clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
545,Mao,ES,75.76,clear sky,39.8885,4.2658,ARTIEM Capri
546,Lubango,AO,50.52,broken clouds,-14.9172,13.4925,Hotel Serra da Chela
547,Novikovo,RU,63.54,broken clouds,51.1537,37.8879,
548,Agadir,MA,68.45,scattered clouds,30.4202,-9.5982,Iberostar Founty Beach
549,Vana-Vigala,EE,57.13,light rain,58.7806,24.2522,"Hostel ""Hirvepark"""
550,Laranjeiro,PT,69.4,clear sky,37.0683,-7.7937,Vila Monte Farm House
551,Byron Bay,AU,71.94,broken clouds,-28.65,153.6167,Backpackers Inn
554,Muzhi,RU,63.5,scattered clouds,65.3667,64.6667,Gostinitsa
555,Santiago Del Estero,AR,68.54,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
556,Aklavik,CA,53.46,overcast clouds,68.2191,-135.0107,Aklavik Inn
558,Roebourne,AU,70.95,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
560,Qaqortoq,GL,44.98,few clouds,60.7167,-46.0333,Siniffik Inn
561,Kabo,CF,68.47,light rain,7.6994,18.629,
562,Pisco,PE,60.03,mist,-13.7,-76.2167,Hotel San Isidro Oficial
563,Batagay-Alyta,RU,47.97,overcast clouds,67.8006,130.4114,
564,Khani,GE,65.77,scattered clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
565,Cidreira,BR,60.69,overcast clouds,-30.1811,-50.2056,Hotel Castelo
566,Penzance,GB,65.08,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
567,Chapais,CA,56.98,clear sky,49.7834,-74.8492,Hôtel Opémiska
569,Anchorage,US,66.13,overcast clouds,61.2181,-149.9003,Hotel Captain Cook
570,Joshimath,IN,72.84,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
571,Kabarnet,KE,49.57,clear sky,0.4919,35.743,Valley-Inn Hotel
574,Jucuaran,SV,73.08,overcast clouds,13.2539,-88.2478,Hostal Doña Consuelo
576,Yerbogachen,RU,64.49,light rain,61.2767,108.0108,
578,Sayat,TM,78.67,clear sky,38.7839,63.8803,
581,Envira,BR,76.71,broken clouds,-7.3,-70.2167,
584,Pergamino,AR,54.57,scattered clouds,-33.89,-60.5736,Hotel Fachinat
585,Acarau,BR,77.67,clear sky,-2.8856,-40.12,castelo pizzaria
586,La Rioja,ES,64.18,few clouds,42.25,-2.5,Casa Concejos
587,Birao,CF,69.78,light rain,10.2849,22.7882,
589,Pajan,EC,69.03,clear sky,-1.5667,-80.4167,Cecadel
590,Andenes,NO,51.93,overcast clouds,69.3143,16.1194,Hotell Marena
591,El Alto,PE,63.68,broken clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
594,Beringovskiy,RU,58.82,scattered clouds,63.05,179.3167,
595,Akdepe,TM,71.69,clear sky,42.0551,59.3788,
596,Bashtanka,UA,63.9,overcast clouds,47.4072,32.4387,Свято Успенський храм ПЦУ
597,Chulym,RU,59.63,clear sky,55.0997,80.9572,"""U Tat'yany"""
598,Abu Samrah,SY,74.79,clear sky,35.3029,37.1841,
599,Bud,US,75.18,clear sky,39.447,-86.1758,Ted McQuinn Trust
600,Yangambi,CD,70.03,few clouds,0.8102,24.4336,
602,Uppsala,SE,58.51,overcast clouds,60.0,17.75,Frösunda LSS AB Eget Boende Jan Eriks Väg
604,Mackay,AU,78.67,clear sky,-21.15,149.2,International Lodge Motel
606,Zorritos,PE,70.09,scattered clouds,-3.6805,-80.6782,Hotel Pinamar
607,Colares,PT,68.76,overcast clouds,38.7992,-9.4469,Arribas Sintra Hotel
608,Ithaca,US,69.89,clear sky,42.4406,-76.4966,Meadow Court Inn
609,Pershotravneve,UA,61.72,overcast clouds,51.3929,28.8684,Kempinh
610,Ucluelet,CA,60.1,scattered clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
611,Maralal,KE,53.56,clear sky,1.0968,36.698,Ngari Hill Ecolodge
612,Moose Factory,CA,66.2,haze,51.2585,-80.6094,Cree Village Eco Lodge
613,Mpanda,TZ,63.88,scattered clouds,-6.3655,31.0409,CH Hotel - Mpanda
615,Joao Camara,BR,70.7,few clouds,-5.5375,-35.8197,Pousada Miguel Teixeira
619,Halifax,CA,71.49,overcast clouds,44.6453,-63.5724,Hotel Halifax
620,Silver City,US,76.96,clear sky,32.7701,-108.2803,Copper Manor Motel
621,Banes,CU,79.32,clear sky,20.9625,-75.7186,Hostal Iván y yailet
623,Pacifica,US,78.15,broken clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
626,Elsdorf,DE,69.71,broken clouds,50.9374,6.5683,Feierabend Elsdorf
628,Puerto Lempira,HN,79.93,overcast clouds,15.2667,-83.7667,Puerto Lempira gracias a Dios
629,Mwinilunga,ZM,57.04,overcast clouds,-11.7358,24.4293,Kwakuwahi Lodge
631,Los Reyes,MX,64.15,scattered clouds,19.35,-98.9667,Hotel Los Reyes La Paz
632,Ekhabi,RU,56.62,overcast clouds,53.5102,142.9671,
634,Santa Marta,CO,78.85,scattered clouds,11.2408,-74.199,Hotel La Ballena Azul
636,Batemans Bay,AU,62.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
637,Namtsy,RU,69.12,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
639,Betanzos,ES,70.11,overcast clouds,43.2804,-8.2147,Hotel Garelos Betanzos
640,Slave Lake,CA,64.38,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
641,Canico,PT,73.0,few clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
644,Hokitika,NZ,54.25,clear sky,-42.7167,170.9667,Beachfront Hotel Hokitika
645,Iracoubo,GF,77.74,moderate rain,5.4802,-53.2011,Le Gîte d’Iracoubo
648,Cururupu,BR,74.25,clear sky,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
649,Ugento,IT,76.5,clear sky,39.9263,18.1574,Porta Paradiso
651,Beloha,MG,60.96,clear sky,-25.1667,45.05,
652,Kangaatsiaq,GL,42.03,overcast clouds,68.3065,-53.4641,Nukissiorfiit
653,Aleksandrovka,UA,63.27,clear sky,46.8383,32.7612,
655,Ndjole,GA,70.65,broken clouds,-0.1783,10.7649,Motel Kédyann
656,Paamiut,GL,44.22,overcast clouds,61.994,-49.6678,Pistut
657,Ovalle,CL,53.37,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
658,Bereda,ES,68.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
659,Kungurtug,RU,62.51,overcast clouds,50.5994,97.5228,
660,Mitsamiouli,KM,74.57,clear sky,-11.3847,43.2844,Foyer ADM
661,Myitkyina,MM,78.58,overcast clouds,25.3833,97.4,Shwe Phyu Hotel
664,Plock,PL,60.82,overcast clouds,52.5468,19.7064,HERMAN
665,Ulladulla,AU,69.03,scattered clouds,-35.35,150.4667,Sandpiper Motel
666,Ostrovnoy,RU,53.78,moderate rain,68.0531,39.5131,
667,Ylojarvi,FI,52.95,clear sky,61.5563,23.5961,Hotel Lamminpää
669,Shaunavon,CA,70.66,clear sky,49.6501,-108.4181,Bear's Den Lodge
671,Bonfim,BR,76.62,overcast clouds,3.0833,-59.95,
672,Cooma,AU,55.17,broken clouds,-36.2333,149.1333,High Country Motel
673,Cardston,CA,78.89,broken clouds,49.2,-113.3019,Flamingo Motel
675,Kristiansund,NO,59.65,light rain,63.1115,7.732,Thon Hotels Storgata
676,Kyabe,TD,70.29,overcast clouds,9.4515,18.9449,
